date,code,open,high,low,close,volume,amount
2022-05-31,sh.601728,3.85,3.88,3.85,3.87,51171676,197766916.08
2022-06-01,sh.601728,3.88,3.9,3.87,3.89,68125452,264788931.87
2022-06-02,sh.601728,3.89,3.92,3.87,3.91,54715676,213029149.2
2022-06-06,sh.601728,3.91,3.91,3.89,3.91,81071842,316163747.9
2022-06-07,sh.601728,3.91,3.92,3.89,3.91,63830522,249422815.79
2022-06-08,sh.601728,3.76,3.78,3.73,3.74,122770381,460567571.14
2022-06-09,sh.601728,3.74,3.76,3.73,3.75,58599544,219108770.75
2022-06-10,sh.601728,3.74,3.78,3.73,3.78,79535006,298422385.6
2022-06-13,sh.601728,3.76,3.77,3.74,3.75,49254740,184923458.06
2022-06-14,sh.601728,3.74,3.75,3.72,3.75,54143101,202342015.13
2022-06-15,sh.601728,3.75,3.83,3.74,3.82,152895107,580699291.12
2022-06-16,sh.601728,3.8,3.81,3.77,3.77,75076394,284046974.02
2022-06-17,sh.601728,3.76,3.77,3.74,3.75,51714166,194110989.42
2022-06-20,sh.601728,3.75,3.77,3.74,3.75,55439740,208014243.63
2022-06-21,sh.601728,3.75,3.76,3.74,3.75,44870491,168324312.01
2022-06-22,sh.601728,3.76,3.76,3.73,3.73,41881978,156561741.05
2022-06-23,sh.601728,3.73,3.75,3.72,3.74,40486808,151221555.97
2022-06-24,sh.601728,3.74,3.75,3.73,3.74,36871941,137807995.65
2022-06-27,sh.601728,3.75,3.75,3.73,3.74,40732621,152424135.28
2022-06-28,sh.601728,3.74,3.75,3.73,3.75,34819323,130185591.22
2022-06-29,sh.601728,3.75,3.75,3.72,3.74,54544445,203867102.85
2022-06-30,sh.601728,3.73,3.74,3.72,3.73,63467023,236725122.59
2022-07-01,sh.601728,3.72,3.73,3.72,3.72,36005842,134046835.24
2022-07-04,sh.601728,3.72,3.73,3.71,3.73,35253069,131202296.46
2022-07-05,sh.601728,3.73,3.73,3.71,3.71,47360300,175946698.61
2022-07-06,sh.601728,3.71,3.72,3.69,3.7,51906515,192034416.41
